Density,Sonic,Gamma
1792.6803,513.6321,65.9499
1794.7959,513.0639,65.9499
1798.1041,511.9762,66.7129
1794.4806,510.0144,67.5718
1806.7031,507.6775,68.2068
1807.8073,508.0038,68.9365
1805.5332,509.9715,69.0728
1811.9608,510.6938,69.0759
1817.8081,510.5081,69.0759
1821.9147,509.2007,67.1881
1818.5442,507.6372,65.9339
1821.3829,505.7376,64.5274
1826.3644,503.9664,63.4649
1816.916,503.6951,61.0401
1795.7542,505.433,57.7944
1789.1843,508.0804,56.7437
1792.4023,511.338,56.7437
1799.2336,514.0634,56.9632
1804.9875,512.964,57.3537
1801.1398,510.06,58.6358
1786.5909,509.3904,60.0812
1774.0961,510.6674,60.6834
1767.0973,511.7053,60.7626
1767.3241,511.0199,60.935
1774.4039,509.1902,61.074
1782.4475,506.026,60.8341
1788.0784,502.5212,59.9364
1787.3706,499.6826,59.0827
1780.1871,498.1605,58.8713
1771.6836,499.1404,58.086
1767.4641,502.1197,57.2965
1769.5941,506.7152,57.4885
1774.2421,509.6349,57.3487
1777.854,507.2582,56.4571
1774.8519,503.2125,55.3409
1765.728,501.4546,55.2499
1755.7917,500.4549,55.2183
1744.4618,499.7701,55.1588
1735.4174,499.8708,55.1588
1728.702,499.8917,54.6327
1727.8711,498.7213,53.3678
1738.4161,497.6117,53.2501
1752.3513,496.9517,52.888
1768.3969,496.5433,52.8069
1777.9663,496.0057,53.0404
1789.4421,495.196,53.3097
1802.889,494.1985,52.7376
1813.4821,493.7524,52.9957
1810.3333,493.6473,53.6445
1799.3804,494.3423,53.696
1803.2225,495.7624,54.0308
1809.5634,498.0333,54.0308
1819.2097,498.0316,53.9711
1827.6927,498.0228,53.2682
1828.2927,497.8591,52.2135
1840.6831,496.3257,50.6831
1844.9463,493.0646,50.6771
1842.9429,492.6464,50.4586
1835.2,492.4829,50.1179
1809.2699,499.3852,49.546
1796.0598,502.5472,48.5697
1801.7488,505.6055,48.068
1802.3789,505.4251,48.0483
1796.2783,503.834,45.9373
1787.1193,501.6094,45.7724
1786.2107,499.2315,45.7724
1787.2565,499.6704,46.3214
1780.9814,500.3117,47.0114
1792.2802,501.2789,48.1119
1799.4991,502.166,48.4377
1809.369,505.4435,48.6043
1838.542,511.2841,49.4811
1862.2166,517.657,50.2383
1880.531,522.3461,51.4295
1882.2136,526.4357,52.7787
1866.2076,526.4525,53.2811
1844.8579,524.7915,54.3621
1828.5887,523.4525,55.6549
1827.7677,521.8502,57.0559
1838.2605,517.5356,58.9229
1842.9919,512.6005,61.6614
1842.3676,506.2654,63.7121
1837.8223,499.9057,64.2496
1839.4647,495.736,64.842
1850.0485,498.3977,65.226
1858.8845,502.4406,64.9817
1863.6985,504.3134,64.8002
1860.0787,503.1728,64.9204
1847.5916,498.6371,65.0197
1834.855,494.7188,65.3509
1823.8707,492.39,65.6647
1810.3669,491.8716,65.6647
1803.8748,493.0861,65.428
1808.7166,493.8705,63.7492
1816.667,493.6856,62.007
1816.7958,493.3172,62.007
1813.1436,493.9517,62.846
1821.1168,495.2125,64.8795
1826.6155,497.6371,67.5943
1836.3844,499.1068,71.4993
1847.8035,498.8136,73.9626
1859.2853,498.5875,73.9626
1863.7698,499.3494,73.525
1853.3065,502.0797,71.4381
1833.6661,507.0621,68.2913
1824.1406,510.3774,67.2149
1819.4027,509.1394,67.2149
1825.4454,507.859,67.2897
1826.448,505.6219,67.6516
1830.9587,503.5999,68.0957
1835.4547,503.7916,68.3324
1830.3933,505.6152,68.9646
1823.1921,507.1933,69.9185
1827.5685,510.1682,70.6325
1829.1614,514.2306,70.8207
1822.8107,516.7054,71.5013
1832.2858,517.5252,73.2009
1827.2007,515.6182,73.2009
1806.6486,512.7933,73.0822
1809.6666,508.9391,70.6303
1808.5809,507.23,70.2271
1800.11,506.4633,69.511
1812.4,508.127,69.511
1834.212,510.4499,69.1141
1825.5103,511.7895,68.1064
1803.839,507.3541,68.0718
1798.6936,507.2884,68.1327
1780.0868,506.6108,68.137
1790.3839,504.238,68.2627
1802.775,503.4997,69.3033
1799.5685,504.0395,69.6642
1809.4839,504.8822,72.6866
1848.535,506.1295,73.5046
1896.8854,507.8784,73.995
1917.837,509.3761,74.0853
1915.2467,511.1302,74.0853
1899.7168,512.6554,72.6251
1856.9524,514.1491,72.1983
1847.6407,513.8829,72.1983
1871.9968,512.7312,75.5266
1887.151,512.9457,80.1079
1910.036,510.096,84.5773
1959.4735,507.7544,87.2931
2005.2443,506.6898,87.9205
2031.7313,506.1742,87.9205
2043.2102,507.0776,89.7752
2051.3442,506.9515,90.8466
2088.5874,504.2699,90.8957
2127.3811,499.7087,90.9283
2142.8132,494.9183,92.0787
2128.4265,492.8112,92.9567
2097.6396,493.5837,93.0392
2083.1562,498.2175,94.0887
2083.6045,502.7956,94.9883
2074.8982,503.623,94.9883
2069.8042,503.5851,94.8658
2076.7886,503.8854,92.6561
2084.4941,504.0761,90.1625
2083.2058,503.68,90.1625
2065.1548,502.2899,92.9158
2054.9695,500.4735,98.5512
2058.3154,498.4773,101.0465
2068.2556,496.6539,101.0465
2070.8477,497.512,100.5117
2045.6217,497.9839,98.3894
2023.7336,497.4157,95.7011
2020.3586,499.2341,94.7799
2018.3385,500.8163,94.3058
2010.583,502.4034,92.1275
1999.717,506.9209,87.745
1982.1809,513.7366,84.897
1973.3917,512.6774,82.7717
1980.2191,508.4764,81.5636
1995.0728,505.4641,80.4361
1987.9968,503.3206,80.1847
1965.0707,505.0472,79.9291
1945.3193,508.0404,79.6265
1938.5884,511.7233,77.4283
1930.08,513.7944,74.403
1919.394,516.3853,71.0463
1904.9299,519.5701,70.1065
1894.8221,521.0073,69.9205
1886.8475,521.7136,68.1951
1897.9214,521.7123,67.335
1916.8932,517.0837,66.889
1931.1,517.3511,66.889
1928.7156,517.9736,66.1102
1941.9458,519.5361,65.8953
1937.3033,518.2177,64.0042
1938.8979,514.5275,61.9498
1932.4199,514.8491,61.8376
1894.9845,516.6888,61.1528
1893.7356,521.308,60.3303
1909.4932,524.6152,60.2407
1913.5065,528.1671,58.3597
1926.1666,531.3467,58.07
1928.2332,531.6458,58.07
1915.6694,531.9987,59.0749
1919.364,534.3594,59.9545
1928.5536,534.1738,60.1246
1929.067,532.9273,60.1268
1927.0177,532.002,60.119
1923.1239,531.2062,60.1164
1927.0168,530.1138,59.8504
1923.6261,528.632,59.7473
1925.1084,524.5744,60.6048
1941.9587,521.9508,61.0515
1955.1877,520.4534,62.8524
1959.9641,517.6439,64.8516
1994.6071,513.8231,68.3528
2023.0157,507.2447,71.3756
2030.2413,499.4139,72.2119
2039.531,493.5052,72.2119
2041.9705,491.9516,69.5351
2031.4358,494.1173,64.7845
2012.8732,497.1677,62.5831
2005.748,497.6524,61.229
2004.5093,497.0341,59.9502
1989.2222,497.4551,59.9502
1984.5853,499.2589,60.2402
1997.7732,501.8596,60.5712
1997.6008,501.2329,60.5712
1988.7384,498.2866,60.8776
1987.8973,495.5923,61.2666
1978.4658,493.9708,61.2001
1957.025,495.2984,61.4441
1934.8756,497.6713,63.1023
1925.8326,500.9857,65.3608
1923.74,503.6436,65.3608
1924.443,503.4062,64.8618
1926.3979,505.1443,63.1236
1923.5956,506.7636,61.6082
1916.4645,507.3039,61.6082
1908.9274,508.4976,61.7303
1908.4119,507.7298,62.1452
1911.668,505.8752,62.5266
1904.9784,503.1764,63.7518
1916.7526,502.8098,64.6071
1938.4839,502.0012,66.4722
1956.8827,501.6525,68.943
1974.674,502.0153,69.3775
1986.343,500.7621,69.3775
1993.2369,497.1056,69.297
1996.2047,498.7729,68.185
1992.1729,500.9261,64.2259
1981.1962,503.1942,62.433
1935.2681,505.7594,61.5496
1894.4679,501.3118,61.1183
1870.8,498.439,60.6793
1827.9,498.8064,58.2606
1760.6865,503.7202,58.2606
1742.8839,509.8701,58.2606
1796.275,506.5625,59.0352
1855.8765,503.3555,61.8482
1876.3727,497.8961,66.2822
1876.3484,498.0929,68.8773
1873.9828,499.7732,69.1117
1886.4586,499.7531,72.9478
1911.7914,500.0932,74.196
1924.533,498.7846,74.3145
1942.4031,498.7545,74.336
1969.8534,498.6495,75.1762
1991.4828,496.7578,75.3758
2028.6334,491.9304,75.4383
2028.8004,486.4901,78.2108
2031.7755,483.3925,79.7416
2041.5106,481.3547,80.2456
2042.9014,480.1617,81.5484
2044.2427,480.4058,82.358
2036.5972,482.7767,82.5032
2025.9946,488.5362,82.5032
2036.7371,494.8393,80.4442
2057.0769,496.1241,77.6078
2072.5049,493.5437,76.6186
2079.519,486.5531,76.3614
2084.4373,482.9156,75.5149
2085.9792,484.2618,75.0394
2078.3845,487.4638,74.9798
2079.9941,493.5999,74.453
2080.1687,502.7701,74.0341
2075.9688,506.7156,73.9372
2073.4983,503.7209,73.8596
2049.658,500.2279,73.8772
2034.7667,497.722,73.8616
2046.3933,497.1404,73.8429
2045.6719,499.7887,73.8576
2043.1394,502.3263,75.2896
2058.5786,502.1693,78.2212
2070.251,500.7558,80.5768
2068.5986,497.2807,82.274
2081.189,493.9196,82.274
2091.9429,491.6395,82.0289
2096.5176,490.9856,80.5246
2082.884,491.4996,78.3062
2077.4958,493.0807,78.0565
2077.7332,493.7581,77.5307
2086.2017,493.5498,77.269
2117.8091,493.8145,76.8689
2126.4639,494.1851,75.4686
2111.8376,495.0038,75.126
2100.1428,496.0881,75.2075
2104.4348,496.8742,76.0616
2116.2993,496.7397,78.8843
2127.5989,496.0385,80.6723
2121.2922,494.8826,80.6723
2114.4578,494.1147,80.6723
2125.7488,493.5937,80.6723
2134.7773,490.8489,80.6306
2148.9788,488.9687,80.1088
2140.4021,487.4776,80.1525
2154.1375,487.493,81.2059
2126.4648,487.3053,81.2059
2121.7,486.4387,81.2059
2115.7341,484.4239,85.1487
2093.2205,481.756,85.4117
2109.6902,478.7273,85.8787
2115.7986,478.6168,85.4437
2111.0029,478.7096,85.1894
2093.9712,477.968,84.1128
2098.9219,475.7778,84.0036
2090.4558,471.6229,82.663
2105.7668,467.9242,82.481
2118.6338,465.6164,82.481
2117.748,463.7662,80.5946
2101.9844,462.7438,79.5548
2108.6582,462.4562,79.2241
2114.6621,463.4708,79.087
2144.22,464.3271,79.1521
2151.6179,467.1702,79.0909
2138.2239,470.7942,78.3854
2137.1726,472.0978,78.8037
2147.8628,471.8732,79.3494
2149.3623,470.1032,80.2431
2130.521,468.3409,80.5952
2110.4658,468.7176,80.5952
2115.6702,470.1477,78.9015
2119.5532,472.2562,77.9502
2123.8662,474.2488,77.678
2123.6226,473.4433,77.3851
2144.075,471.475,77.3053
2143.5286,470.2793,77.0259
2135.5601,468.1826,76.8069
2137.2837,465.5738,76.7687
2138.5107,464.0396,76.7717
2133.8203,464.0239,76.8069
2116.5508,465.5714,76.7721
2113.8918,467.9993,76.2058
2132.0852,470.1622,75.6026
2144.1006,472.1495,75.6026
2132.8518,472.693,75.7645
2120.541,470.3437,76.4319
2126.4668,466.9322,77.0873
2139.2117,463.8488,76.9578
2147.9441,462.5504,76.7343
2147.9031,461.9109,76.5933
2159.5469,462.7649,76.256
2162.884,464.3277,76.0633
2161.5933,467.3203,75.5959
2180.7759,471.0925,74.3094
2169.6641,469.1768,72.7781
2177.2288,466.5804,72.5371
2188.325,463.7816,72.4095
2180.6663,461.2361,71.8303
2173.0105,458.674,71.0277
2151.7712,455.6618,69.9114
2134.0684,452.7869,69.5275
2148.9146,449.7717,69.5275
2159.4414,451.8451,69.6901
2155.668,453.2503,70.8087
2157.0327,453.8617,70.8331
2165.7366,453.2763,71.0692
2171.9734,450.5622,71.0982
2156.7524,446.3896,71.479
2136.8489,443.4807,71.0727
2173.2407,443.5422,71.0727
2190.3999,445.7995,71.0727
2189.8999,450.668,67.6151
2186.3469,455.9422,64.6474
2186.6873,462.0693,64.6083
2166.5786,467.3774,64.6083
2171.853,472.2504,64.6083
2162.085,476.3379,64.539
2149.2244,478.7571,64.2752
2144.8044,480.7176,62.2163
2131.0422,482.8292,61.959
2128.4172,485.9844,61.959
2157.5503,486.2181,62.3069
2162.8518,485.757,62.6552
2187.0908,485.5444,63.2747
2187.6641,485.5857,63.4088
2166.0266,485.8031,63.4088
2161.3918,485.7994,64.3597
2156.1978,485.6338,64.6601
2158.4451,485.4159,64.6601
2148.2258,485.1883,64.4589
2136.637,484.8661,63.698
2137.2053,484.9793,62.2115
2141.7024,485.4655,61.2555
2158.5081,486.2749,61.0567
2173.99,487.6896,61.0567
2177.3638,489.6102,60.5393
2171.6758,491.1796,60.9237
2156.9792,492.5553,61.3963
2131.7568,493.039,60.7258
2108.5959,492.4885,60.2133
2104.6033,491.6822,60.8447
2120.3896,490.9008,61.7144
2146.9075,490.0609,64.6491
2146.7986,488.9628,67.5816
2125.8909,487.6739,68.3344
2125.312,486.6567,68.9338
2143.353,486.2037,69.9295
2157.6165,486.0564,70.9084
2160.283,485.9042,70.9084
2161.9951,486.1224,70.6957
2150.9978,486.9221,70.3645
2139.8337,487.7717,70.3582
2129.8208,488.5161,70.3617
2114.3203,489.2401,71.0843
2116.5496,490.1325,72.5609
2130.427,491.4407,72.5609
2127.4248,492.8293,70.9905
2135.2659,494.1831,66.8238
2131.5403,494.8805,66.1546
2134.4919,495.3174,65.203
2154.1951,495.8629,64.6928
2144.2769,496.7032,63.902
2130.9697,497.9162,62.8358
2143,498.8953,61.7509
2143.123,497.1424,61.3538
2142.4656,495.4803,60.5512
2135.9075,494.6376,60.1275
2150.9993,495.0283,60.1275
2147.9475,496.3204,60.3893
2142.8982,497.9013,63.1619
2152.667,497.9774,63.1985
2145.958,498.0728,63.5182
2126.3269,498.1626,64.6627
2134.5417,498.3206,63.4682
2171.4001,498.4819,63.4682
2161.3657,498.5093,62.4688
2138.0222,498.5373,61.6261
2125.4944,499.0503,61.6037
2121.4958,499.4844,60.8373
2127.324,499.8633,61.5045
2111.6267,500.4173,61.6
2132.7034,501.1639,63.345
2122.4583,501.1396,64.2804
2115.4966,500.8868,66.0607
2111.9895,500.6217,67.6572
2107.5005,499.7445,68.7589
2116.5452,498.3638,68.931
2146.6626,496.8928,68.931
2142.8906,495.4215,68.381
2141.9929,494.3686,67.5199
2134.0107,493.5311,66.6446
2116.8884,492.6644,65.6109
2114.5835,491.7694,65.1669
2125.1716,490.7135,64.6063
2145.1008,490.4362,64.3798
2151.7263,490.9307,64.2874
2137.4832,490.9795,64.1526
2121.9675,490.4056,62.6233
2122.6042,489.5673,61.7925
2127.2175,489.3476,61.7925
2137.2754,489.6485,61.5693
2127.9543,490.4808,61.4162
2107.4299,492.2573,61.0427
2088.5798,494.1182,60.3325
2077.2207,495.7738,59.5476
2079.24,497.433,59.1522
2102.3547,499.4134,59.1522
2129.4324,501.9446,59.1522
2127.8345,504.2637,59.2668
2118.7275,504.5807,59.9962
2124.6838,503.8286,60.712
2128.2322,504.2888,60.1481
2120.5967,504.7308,59.3977
2117.3462,505.1635,59.3948
2128.6724,505.8967,58.7997
2143.7441,506.2195,57.1742
2144.9966,505.7065,56.0671
2128.0647,505.0381,56.0671
2116.2024,504.4489,56.2602
2126.8655,504.0378,56.696
2121.374,503.8481,56.696
2120.7676,503.4737,55.8813
2115.7043,502.5948,53.2123
2117.9551,501.7435,51.9926
2110.22,501.1895,50.4898
2099.5574,498.063,49.348
2092.4319,494.7255,49.348
2077.0164,492.0453,49.6544
2049.3247,490.8343,51.4907
2019.2288,491.7633,53.1253
2053.1826,493.58,55.687
2128.0042,496.6716,60.4982
2124.0457,494.8959,62.8639
2135.2358,492.5115,63.8955
2156.4075,492.606,64.5462
2150.6035,492.8668,64.8715
2153.6099,493.504,66.3119
2154.292,496.1234,66.3117
2144.3,493.7421,66.0868
2123.5735,491.4492,66.0868
2110.637,490.8243,64.4649
2123.7412,489.8067,62.8735
2114.0315,489.343,62.433
2129.4036,489.58,62.1504
2129.3496,491.1506,61.2332
2144.0112,493.1715,61.1098
2135.1514,496.131,61.1364
2116.6145,496.9908,61.1408
2106.8928,496.5955,61.3095
2111.8828,496.3835,61.5739
2122.563,494.9557,62.2875
2133.606,493.3144,62.4727
2125.6084,494.2485,62.623
2104.8782,496.2695,63.6851
2111.6995,497.8799,64.1619
2121.0588,499.751,64.2146
2110.6548,499.9552,64.2146
2100.0088,499.293,62.5402
2099.2019,500.2257,61.1146
2085.2061,501.5632,60.7922
2079.4172,502.3676,60.7922
2085.2439,503.4828,61.7647
2095.0327,504.9682,62.9456
2092.7383,506.3048,63.3357
2080.9082,507.7126,63.3357
2067.2498,509.0886,61.4076
2061.188,510.3206,59.7217
2047.3018,511.5252,59.3563
2016.9476,512.7355,59.0415
1944.9434,513.4022,56.5292
1863.2166,513.3995,53.0487
1841.1927,513.9839,51.3325
1864.1467,515.2028,49.3778
1897.067,516.7708,47.6219
1935.0026,518.8457,47.5555
1980.1534,521.6647,47.5555
2008.4698,524.1016,48.0534
2003.6823,524.8266,48.8198
2000.5394,526.4684,48.8198
2014.203,527.623,48.3774
2041.9221,528.4989,47.5435
2073.0112,526.4983,47.5435
2082.5364,524.7041,47.9522
2085.21,523.2487,48.935
2096.6665,520.2737,48.935
2091.5012,515.9171,48.7618
2067.9092,510.1005,48.2347
2032.4723,505.47,48.2347
2012.1624,505.3118,48.1397
2016.5963,508.3592,47.7605
2009.3324,510.6387,47.6773
1994.9034,512.538,47.0587
1947.9222,514.7332,45.9408
1952.8729,516.6636,45.9408
1979.8198,520.0854,46.1823
2031.8213,524.3753,48.2483
2067.1104,528.7375,48.6921
2085.8281,525.6414,48.751
2082.9395,524.7998,49.7502
2086.6113,524.409,48.8133
2097.8823,522.619,48.8161
2095.5,523.6217,49.1935
2069.4707,521.8342,49.1935
2052.2561,520.5242,48.8232
2038.1663,521.4147,46.8269
2018.1843,525.9645,42.5069
2007.5542,527.0165,40.7162
1972.6257,529.0571,40.2565
1919.8649,533.0529,39.412
1858.9756,536.2335,39.643
1857.4792,537.1895,39.9981
1895.1611,537.4841,40.0459
1907.3044,537.8176,40.0459
1921.579,537.9767,41.388
1955.8737,538.1621,45.4899
1950.0094,538.2017,47.275
1916.2222,538.1997,48.583
1916.7441,538.119,49.183
1946.6072,537.8124,50.4029
1996.4814,537.4982,52.9145
2032.0396,537.2665,54.0695
2036.1796,537.1378,54.2761
2024.6659,536.48,55.1314
2037.6555,536.5192,55.5309
2050.9062,536.635,55.4965
2055.6687,535.3251,55.4772
2044.271,535.3413,55.4772
2025.2085,536.7287,54.9701
2019.4502,536.0854,52.9757
2013.8823,536.314,51.7533
2025.9878,537.262,51.7533
2063.3884,537.299,52.5198
2093.6675,537.2583,54.0268
2090.7095,537.1119,54.8012
2085.9812,535.9638,54.8012
2086.5471,530.5167,54.4275
2073.769,526.921,54.0011
2067.2954,528.1136,54.0011
2067.6409,526.1323,53.0333
2065.3354,524.2048,51.6617
2051.8975,524.4641,51.6851
2038.9056,525.7946,51.7
2024.7509,528.3491,51.2543
2012.0938,530.5913,50.2516
1998.1045,533.7585,48.1083
1966.1255,537.4278,44.6487
1910.6121,537.1494,44.6487
1874.4193,536.9193,44.4583
1868.7526,537.2418,43.9543
1847.3497,537.5289,43.7809
1792.3813,537.7863,43.0259
1781.9354,537.9828,42.2092
1786.1926,537.8511,41.7681
1776.9677,537.6688,41.7681
1766.6793,537.4853,41.886
1778.1355,537.3065,42.8307
1796.3262,537.1732,44.7421
1843.588,537.1703,44.8574
1898.3107,537.16,44.845
1884.9473,537.0717,44.8619
1865.3146,536.9691,46.4211
1890.049,536.8646,46.4713
1961.9153,536.7172,47.5612
1968.1798,536.8019,49.7315
1981.7999,536.9774,50.2873
2013.7999,537.1174,50.4374
2028.9008,537.0934,50.4374
2073.1191,537.0677,50.4374
2064.7781,537.1542,51.0505
2048.8076,537.2803,51.0803
2048.2522,537.3935,50.7416
2037.9575,536.2557,50.7123
2041.5118,536.4981,49.3701
2048.5659,536.7269,49.1989
2017.1509,536.8018,49.1989
1984.8713,537.1111,48.5417
1939.127,537.4371,49.0171
1934.8779,537.66,49.6992
1993.5426,537.7243,49.2849
2045.0623,537.7522,49.1429
2075.9392,537.684,49.6667
2078.5652,537.8224,50.0689
2070.0259,537.8472,50.3923
2083.2261,537.8111,50.9161
2080.4492,537.5583,51.7305
2050.2793,537.322,52.0143
2022.7209,537.1285,52.0143
2005.785,537.0529,51.6721
2001.3335,537.0364,50.5987
2005.5649,537.0188,49.8637
2007.0992,537.0026,49.7237
2004.2708,537.0341,48.4122
2008.4849,537.0881,46.7286
2036.1021,537.1654,45.8298
2052.7717,537.2612,45.4611
2036.9617,537.3369,45.4723
1998.1472,537.4099,45.5726
1986.4032,537.3942,45.5902
2011.0688,537.27,46.4648
2029.2356,537.1655,47.4291
2029.1205,537.1012,47.8222
2020.6378,537.0599,48.3007
2019.7241,536.9933,48.3007
2010.1295,536.783,47.6998
1971.2258,536.6071,46.454
1910.2281,536.7303,45.7416
1889.5002,536.8916,45.2534
1880.4917,537.0414,44.7414
1872,537.1627,44.2319
1854.8059,537.2087,43.3955
1825.3306,537.2116,42.0531
1780.6094,537.214,41.8024
1803.5272,537.2144,40.9555
1843.5433,537.2221,40.1811
1831.0227,537.2523,39.2227
1812.3821,537.2824,39.2227
1833.5239,537.3129,39.6494
1894.9247,537.3431,41.9909
1976.5004,537.3734,44.4148
1983.6924,537.4177,44.4148
1973.2727,537.548,44.2087
1946.2308,537.6324,42.7034
1914.1613,537.5177,42.7034
1881.1821,537.4079,42.8122
1895.1735,537.324,44.2798
1924.5638,537.2794,45.9779
1963.808,537.2377,47.8184
1964.1366,537.2686,49.5318
1969.1,537.2992,49.9999
1978.4388,537.3302,50.0995
2023.2648,537.3741,50.2608
2049.7515,537.4238,50.2652
2013.7679,537.4681,50.0139
2011.8854,537.413,48.6609
1989.8787,537.3581,48.4948
1982.1715,537.3112,47.2128
1924.0106,537.358,47.0605
1916.8939,537.4257,47.0605
1991.697,537.395,49.4672
2030.5292,537.3263,50.0786
2025.6732,537.2363,50.1139
2025.9619,537.2889,49.9444
2049.0242,537.4247,49.769
2063.6914,537.345,49.3849
2061.478,537.1731,48.1247
2038.3224,536.7137,47.109
2023.299,536.0722,46.8778
2025.9445,532.1343,46.8778
2027.8563,531.5773,48.0248
2031.1359,531.867,50.9484
2014.5055,535.0388,53.2747
2014.7897,537.1929,54.4205
2013.8757,537.5735,54.7174
2019.4641,537.6463,54.2914
2012.9657,537.6324,54.0152
1993.573,536.9797,52.4919
1978.8165,534.2515,51.3026
1982.3711,532.4971,51.1764
1988.8043,532.2504,51.1091
1973.4187,531.1937,51.1091
1985.4308,530.5391,52.1259
2009.4515,530.9509,53.9451
1998.5332,532.0974,54.787
1980.561,534.1399,54.787
1963.1912,536.3322,54.2545
1955.416,537.5163,52.1831
1948.2728,537.6493,50.1504
1933.2247,537.6466,49.8148
1931.165,537.4653,49.3551
1938.403,537.383,49.1534
1964.6133,537.4445,49.1534
1998.3861,537.5342,50.1892
1997.2092,537.6783,52.9968
1988.0114,537.7578,54.5531
1976.3132,537.663,55.2246
1955.4664,537.577,57.2829
1977.5966,537.5202,62.1198
2019.2042,537.5208,64.1518
2063.9543,537.4947,64.8074
2077.6885,537.3638,64.8074
2090.877,537.2227,64.5907
2097.5986,537.0853,63.4565
2093.0171,536.5612,62.8387
2091.3589,534.4128,62.189
2090.1782,531.5399,61.2988
2048.2737,521.5507,61.2988
2022.7607,523.8724,61.4088
2010.2787,528.0841,62.7607
2000.9573,529.6241,64.0958
1986.157,530.0096,64.4751
2000.2908,531.4019,68.3181
2063.8179,533.5153,72.0914
2085.7,534.9738,78.1113
2101.4915,536.2424,78.1113
2095.1267,537.2271,78.1113
2049.4124,537.2083,76.7295
2047.2933,537.0912,67.1672
2051.717,537.419,58.4534
2034.4103,537.4803,52.1649
2009.0972,537.5424,50.3109
1986.6997,537.5396,45.3529
1967.4266,537.5179,41.7379
1955.1862,537.4949,40.2379
1940.0795,537.4719,40.0485
1906.3363,537.4488,39.5503
1823.3751,537.4257,39.4307
1782.2657,537.5692,38.8086
1778.2063,537.7563,38.6267
1793.8512,537.7924,38.6267
1816.266,537.7786,40.8665
1869.6113,537.7686,43.7342
1962.7338,537.7589,46.2214
2010.6691,537.7482,48.7294
2046.4116,537.7375,50.5319
2072.085,537.0433,52.5062
2095.8577,536.7152,56.1312
2103.73,536.827,59.6795
2083.9253,536.2283,60.8916
2063.7151,534.78,60.8916
2069.8965,533.7844,60.6408
2081.0579,533.6517,59.3455
2080.291,533.7305,55.9981
2085.8591,534.6743,53.8526
2086.7598,536.1011,53.3825
2081.1865,535.5931,52.9259
2084.2573,534.728,51.5626
2080.7437,536.0933,49.2903
2089.123,537.4459,48.3519
2108.3052,537.5548,47.9541
2099.0515,537.6268,47.4679
2083.0166,537.6496,47.4472
2061.2708,537.6725,47.0403
2024.4236,537.7515,45.8459
