Density,Sonic,Gamma
2139.5449,481.3656,69.7125
2112.5483,478.9838,69.6539
2096.52,476.201,66.7412
2087.5884,477.281,66.4888
2062.4792,482.7171,66.4888
2079.7424,481.1591,64.5643
2106.343,478.8857,64.2845
2105.8611,476.9675,64.2845
2108.8892,473.1808,63.6331
2087.7495,468.0622,61.0806
2095.114,464.3838,60.5026
2085.9419,463.2503,60.5026
2076.3723,466.6873,60.7668
2048.9543,465.2095,61.0393
2037.1005,464.9469,61.3154
2031.1903,466.9555,61.9501
2039.6293,471.5451,62.7006
2066.6475,474.872,63.8188
2072.6628,474.0325,64.2347
2054.2151,475.8106,64.3443
2031.2832,482.0311,64.5307
2035.9836,487.8414,65.1854
2063.3757,492.9648,66.9966
2076.2,496.6088,69.3154
2070.4189,499.6964,70.8947
2081.5476,502.8433,71.3732
2103.8145,503.2309,71.5468
2120.6318,500.8267,71.5291
2126.1709,500.822,71.2742
2111.4387,505.4019,70.979
2102.5986,510.4048,70.3202
2095.771,512.7768,69.7172
2087.6189,513.0461,69.6897
2098.0059,511.159,69.8136
2109.3989,508.1356,69.7235
2123.696,505.4858,69.5923
2117.6548,502.739,69.0421
2103.2197,499.9309,68.0489
2108.2263,496.4633,67.9242
2116.325,492.9597,67.9242
2136.676,488.9127,68.1975
2143.2588,482.1008,69.5007
2140.7612,475.4086,71.2867
2135.7881,473.5469,71.5244
2138.5042,476.2974,71.4428
2129.5815,477.9376,70.6557
2121.4011,478.311,68.874
2115.9182,475.7325,68.6433
2100.9119,472.7613,67.7925
2075.019,475.3342,67.1423
2081.2388,479.2772,67.1423
2078.248,485.0743,67.0669
2094.2725,488.1148,66.5774
2130.2905,485.6459,66.6309
2148.3823,478.7172,67.0752
2175.2329,472.4786,67.0752
2194.4929,469.5436,67.0877
2170.5137,470.775,67.3088
2189.4456,471.7509,67.3088
2180.4519,472.2168,67.304
2173.1001,467.604,66.5693
2195.7515,462.4775,65.4402
2206.1265,460.9353,65.4328
2218.4016,460.041,65.4328
2192.4768,460.0646,63.5386
2191.2778,462.2097,63.4448
2189.3811,463.8686,64.2936
2184.8223,462.8563,64.3736
2155.3352,463.9178,64.3736
2130.8459,465.3993,65.9978
2160.7341,466.8171,67.0686
2158.5347,467.9927,68.936
2162.7583,469.1053,70.1478
2182.4348,470.4779,71.481
2163.9275,474.1629,74.7066
2122.2888,478.1295,75.848
2084.3003,484.9878,75.9537
2061.8958,488.8505,75.9537
2059.2349,491.1443,75.8748
2057.2725,493.38,73.1486
2072.3069,497.0979,70.0132
2056.8608,502.7894,67.8679
2046.8453,502.5962,67.2746
2056.429,499.676,67.2746
2074.7305,497.4145,67.5488
2091.5835,497.3618,68.3709
2088.7991,500.4929,69.5068
2084.2769,497.7465,71.0438
2101.502,492.7015,71.8247
2109.1108,488.324,72.0357
2135.6443,484.3477,72.5434
2165.9185,483.7707,72.9148
2164.1526,485.084,73.4352
2142.2,486.2456,74.2957
2116.6675,487.5904,74.3391
2113.667,489.6564,73.8987
2132.9478,493.068,73.376
2145.7644,497.864,72.6935
2138.9404,501.9302,72.6935
2143.7002,503.7629,72.885
2159.3374,503.8118,73.4329
2183.0286,502.6045,74.1348
2195.7654,501.7323,75.3231
2181.7527,499.9347,76.928
2160.9963,497.1401,77.5216
2163.4255,495.636,77.7424
2166.1865,496.4215,77.885
2181.7314,498.543,77.6496
2186.0105,499.467,77.1216
2193.1145,497.5852,74.4506
2182.334,494.6776,70.9693
2171.1125,492.3818,70.6844
2167.3481,490.488,70.4064
2165.0247,488.2117,70.4064
2139.6855,485.5999,70.4064
2111.9656,482.1983,70.4064
2102.863,482.9302,70.3869
2105.9368,484.9977,69.8676
2078.917,486.3701,66.3048
2090.3787,490.3573,66.2925
2134.9919,487.577,66.0959
2110.3564,480.1495,65.6022
2103.1423,472.9962,65.5467
2091.8855,471.7192,61.5901
2074,473.0374,60.6306
2093.1475,473.9389,60.1524
2105.2896,476.4013,60.1461
2121.7209,478.1438,59.2817
2116.8955,477.8471,59.2397
2123.9534,477.9676,59.2397
2114.5386,474.2713,60.6048
2117.491,474.0822,61.1648
2082.2583,476.1744,61.6379
2101.1699,480.9381,62.4764
2108.9138,488.2985,63.7645
2090.7515,494.5668,64.4611
2097.4546,495.1004,65.6994
2135.541,494.8651,65.9713
2139.6929,496.7065,65.9713
2140.8621,496.9184,65.2328
2148.6467,497.0909,63.7687
2152.8892,494.1701,62.8485
2145.3225,488.0655,62.4663
2121.6641,486.4098,60.0342
2105.3477,485.9843,58.9962
2103.1663,485.7229,58.9962
2121.6536,486.6439,59.1517
2119.2935,485.1207,60.0503
2128.4353,484.2706,60.8269
2136.1992,487.7028,61.4037
2124.1575,491.1304,62.5133
2098.6519,493.6051,63.2432
2078.7603,496.2029,63.5302
2063.1711,497.682,63.6824
2043.1847,496.7251,64.4336
2046.9347,492.9698,65.1261
2070.9993,488.0308,65.1261
2101.3474,482.1985,64.6067
2118.8494,477.0918,64.0293
2106.4617,473.9886,64.0293
2085.938,471.3075,64.0293
2079.2349,466.1036,64.0293
2098.7302,459.1943,63.5804
2114.0737,454.974,62.6658
2108.0374,451.3989,61.8176
2100.0142,453.6909,60.9744
2112.4001,460.6057,61.1175
2117.7156,468.3658,61.0629
2105.0229,469.3335,60.0618
2078.6853,467.7586,59.3861
2061.011,462.7545,59.1263
2053.468,459.8951,59.1263
2057.3682,463.8346,59.3843
2065.533,469.1425,60.514
2076.2854,468.4408,61.5522
2088.689,472.529,61.305
2080.4624,473.741,59.8467
2056.5686,474.3768,57.8615
2065.2258,475.8242,57.4184
2057.0911,474.4611,56.8012
2050.4385,470.4786,56.603
2068.0854,471.3834,56.5707
2056.4519,474.3121,56.2264
2059.157,471.8922,55.2949
2097.1399,471.6279,55.9732
2138.7771,463.5631,55.954
2130.7024,458.4512,55.2554
2131,453.3858,55.119
2138.6499,448.0292,55.119
2126.7205,445.2097,55.119
2129.2803,446.598,55.9108
2129.116,446.0662,57.5525
2146.9868,443.2231,57.6949
2128.6631,440.4861,57.7237
2128.1414,441.4432,58.917
2133.2302,439.1021,59.2836
2129.8271,438.4634,61.4211
2113.9536,436.5957,61.7455
2116.2041,437.6411,61.7455
2122.9761,437.911,61.3256
2144.5359,437.8091,61.1429
2124.1072,439.155,60.3113
2091.4956,441.4093,58.6174
2073.4531,448.5061,57.5923
2071.1272,456.1418,56.8106
2070.2039,461.0208,56.589
2080.8718,463.9611,56.167
2061.1895,461.8952,56.4006
2052.8623,457.4375,56.1266
2049.9495,455.6769,55.9039
2048.2761,456.4471,56.8895
2041.2697,458.1071,57.5027
2040.8455,462.74,57.5383
2049.1023,466.2385,57.5383
2069.4192,469.8426,59.217
2080.3684,472.6969,60.4623
2069.8313,473.5611,59.9608
2065.0107,472.8708,59.5451
2076.3364,469.4831,59.5451
2079.1196,469.0453,58.2825
2075.3801,473.2679,56.9865
2063.9358,477.8261,56.9865
2049.6487,481.2157,58.6865
2052.3914,483.5414,61.3301
2060.5984,485.7448,62.0325
2080.6694,488.1945,62.0767
2094.1655,492.441,62.1428
2076.9441,496.515,62.1767
2060.7085,498.6215,62.631
2076.3164,501.3484,63.9001
2100.0815,505.005,65.8662
2108.467,507.9363,67.7876
2115.3701,509.8173,67.9229
2126.8015,508.3607,67.8694
2130.0393,506.8734,66.8461
2148.4597,505.6918,63.9995
2143.2485,503.9379,63.1495
2149.1807,501.4114,62.9207
2151.9399,495.5314,62.978
2131.479,488.9367,63.8506
2106.7603,487.0224,67.2889
2110.3245,483.0734,69.478
2128.5371,483.5294,69.478
2143.4658,482.3753,69.6614
2125.8567,483.3234,71.1007
2093.8625,484.6038,71.1369
2097.3794,487.635,70.1781
2088.3318,489.3719,70.1781
2079.9944,492.9292,70.1781
2054.5093,496.5016,70.1781
2062.8,505.6732,70.1781
2074.6001,505.5551,71.2726
2079.1401,503.0423,75.4495
2078.3293,500.3249,75.5046
2081.3516,501.201,75.5046
2072.7271,501.6614,74.7376
2068.4189,503.0577,74.3294
2096.0432,501.1432,74.2988
2094.377,497.2684,74.6394
2097.7319,490.3843,74.7482
2109.2251,490.4221,76.2179
2128.0786,488.1416,76.4685
2128.572,484.6124,76.4685
2132.5203,479.1239,76.286
2132.8062,475.1433,76.2424
2122.2419,472.5881,76.2424
2108.4084,473.2766,77.0466
2077.9604,473.6329,78.6177
2079.4932,474.5811,81.9033
2077.2153,471.4786,82.9673
2077.8889,470.2446,82.9673
2083.5852,471.6306,80.9189
2083.665,473.1775,79.956
2074.4849,475.3115,79.956
2081.6572,480.2973,80.3517
2107.4187,485.0453,81.5933
2118.6794,486.3416,83.0354
2107.8162,485.6744,83.6053
2092.7871,485.1342,84.2037
2089.0596,485.1006,84.6415
2092.4014,485.6506,84.6415
2088.9126,486.7688,83.5404
2092.5613,487.7112,81.7565
2099.6226,488.5586,78.7254
2092.0649,489.7457,75.2108
2093.175,492.1918,73.9264
2109.2104,495.6638,73.2608
2127.7493,496.815,69.5293
2141.3547,494.8489,64.1471
2135.3879,493.0173,60.702
2134.7646,493.4046,58.5485
2141.937,494.8524,58.5485
2134.7644,496.087,59.4568
2128.8926,495.3063,61.4193
2138.792,494.9361,62.1735
2158.553,496.0243,62.6692
2152.7979,496.3724,62.4671
2134.1763,495.6862,61.6741
2114.9915,493.7727,60.1856
2100.7275,493.2186,57.6675
2117.7334,496.4956,56.5529
2123.5393,500.3093,55.3929
2117.4355,497.4805,53.7255
2109.4771,493.1528,52.0035
2114.4827,493.8487,51.6294
2094.4165,497.3181,50.8419
2122.1624,496.9471,50.7116
2141.6626,493.9526,49.7201
2124.7183,489.3448,49.3214
2132.3618,489.7878,48.638
2120.4946,492.1425,49.4119
2119.6636,489.342,49.7605
2101.5374,491.7899,49.9492
2074.0552,490.9601,56.0473
2095.0999,491.9593,61.2046
2115.7646,494.8146,61.9088
2124.269,498.1244,61.9134
2129.1086,496.2527,61.5029
2078.6296,497.6292,62.7922
2086.0029,498.3758,63.9657
2104.7095,498.8133,64.6794
2083.082,496.3943,64.7386
2089.28,494.1266,65.6673
2089.0254,494.9533,66.6746
2078.9758,498.6834,67.3765
2089.698,500.4105,67.479
2089.3521,502.9287,67.479
2115.6821,500.2735,67.4192
2094.7827,497.8833,67.1324
2088.7576,497.0926,65.3715
2100.6526,494.8775,63.9898
2111.3723,491.3058,62.1122
2094.8174,488.6999,61.5347
2090.6526,488.1034,61.5347
2097.1548,490.9296,61.5347
2079.76,493.6046,61.5347
2071.1145,495.0576,60.8836
2075.7622,493.7967,59.9787
2079.1038,494.113,57.9894
2077.8799,494.795,56.9944
2079.2505,496.4911,56.9944
2075.6077,497.4698,57.1351
2064.5361,494.6087,58.9695
2060.2046,494.0833,61.1045
2053.5076,495.2731,63.4936
2057.6387,494.3388,67.0561
2058.8147,494.2863,68.947
2065.2861,493.5678,68.947
2088.3914,493.0604,68.8974
2080.2468,494.6808,67.9756
2067.1174,495.1199,66.9056
2075.9907,497.3815,66.8672
2077.2583,500.0933,66.8499
2061.3315,498.2005,66.9056
2041.2345,495.1211,66.4864
2048.6091,490.2327,65.7643
2055.9968,484.7932,66.1089
2046.4124,480.7943,66.5912
2042.969,477.339,66.1545
2043.0947,477.9831,66.1545
2035.6006,478.4173,65.5495
2022.7205,479.5934,63.9415
2015.9091,480.4197,63.9415
2031.7317,484.277,64.0567
2050.1436,488.1792,65.2453
2070.7312,490.2862,68.4249
2086.4067,489.8867,69.0037
2081.1765,487.1626,69.7776
2065.3123,482.1333,72.9101
2033.1339,482.4143,75.6849
2045.1727,480.9487,76.7049
2066.9702,477.367,77.2812
2058.5872,476.8848,78.7718
2043.6406,471.1343,78.7718
2043.6801,471.7361,78.7488
2032.4929,476.2522,78.1754
2017.9121,484.5833,75.1999
2025.902,489.2188,73.5224
2028.3999,495.3055,73.1287
2041.8228,493.8804,73.1287
2039.0033,492.4513,68.9721
2063.7896,489.2176,66.317
2063.0403,484.2141,63.4611
2094.8333,481.1996,62.1387
2090.7964,477.9092,60.7815
2076.7078,478.0015,57.3022
2092.6523,480.3118,52.9139
2103.7354,479.4507,51.5762
2122.6829,473.1726,51.4448
2124.2625,467.5884,51.4448
2118.0942,463.2751,53.2018
2121.7773,463.8532,55.3098
2120.6238,466.0013,55.7828
2111.1511,471.1754,56.9623
2105.6343,476.3291,58.0419
2085.5903,481.9122,58.2822
2085.8928,483.0999,59.1128
2099.4497,480.958,59.4462
2103.9639,476.52,59.4462
2097.1638,475.8457,58.0156
2088.1077,479.9129,56.443
2094.0007,483.6252,55.4876
2120.2432,483.213,53.6456
2143.7683,473.4153,52.4472
2156.4126,460.437,52.2085
2148.9307,451.2666,51.524
2125.6038,447.062,51.4808
2118.0632,445.4512,51.8263
2127.1677,445.9559,51.8263
2141.1797,450.7054,52.5067
2149.5593,456.467,54.0313
2148.4421,461.276,55.019
2140.3809,465.2283,55.4465
2128.1345,464.8278,56.0263
2121.2532,459.4386,56.2392
2118.6287,450.7775,56.5946
2118.7305,444.1498,58.7094
2113.2932,445.9113,61.693
2114.4067,452.3702,62.8597
2127.0718,462.4944,63.3709
2116.7104,470.0924,63.3831
2099.5371,472.2974,63.8764
2085.1802,469.9866,65.2384
2074.7788,465.6023,66.6556
2069.3196,467.2365,69.263
2082.9802,471.3553,71.9623
2095.1287,476.4602,74.8667
2099.9758,481.0248,77.4399
2081.8477,486.708,80.4954
2059.2415,494.2946,83.1061
2080.3203,499.9001,85.8664
2103.4688,505.9714,88.4381
2110.2183,507.8006,90.2391
2094.7727,508.4484,91.4242
2068.9385,506.1418,92.3529
2050.9751,507.2778,93.216
2061.0444,509.711,94.1233
2060.3833,511.5146,95.9229
2082.5525,511.8025,99.9324
2071.511,509.3268,106.3322
2053.7344,503.4208,106.3322
2043.7,501.1466,106.3322
2045.5876,498.8608,101.6412
2017.355,499.1369,99.6262
2004.8768,498.9842,99.42
2020.2032,496.5051,99.4138
2043.6204,494.0643,99.5615
2066.5076,490.3417,100.8126
2079.4094,488.2637,107.8723
2047.6891,488.0609,111.3521
2043.46,490.5294,112.6148
2048.7515,496.1673,113.756
2020.6764,500.0408,113.937
2004.485,504.0232,113.937
1978.4055,507.2443,113.6978
1981.7057,507.6625,113.6382
2002.5953,506.7038,113.6382
2013.5496,503.8653,114.0462
1994.3097,502.1868,114.1797
1991.3125,500.5999,114.1797
2010.7062,498.9934,113.037
2003.3726,499.3086,112.5636
2000.4054,498.316,111.1737
2032.4235,497.7089,110.5006
2065.554,497.2744,111.7084
2068.2456,496.5047,112.3876
2059.2439,492.8305,111.694
2058.8323,489.3163,111.245
2064.6008,487.6869,106.729
2063.9702,487.7315,103.3724
2055.2947,490.1278,103.3724
2051.8235,488.7411,104.066
2060.3906,484.3171,104.6924
2070.2141,482.1138,105.0634
2062.7742,481.7767,105.4393
2052.8079,482.8349,105.4393
2060.1072,486.0118,105.4393
2069.6418,488.4365,105.4393
2061.3105,487.9748,106.0131
2049.8877,488.2945,107.1788
2060.0305,488.5586,107.8968
2061.4404,487.1298,108.5648
2047.5486,485.6499,110.0078
2030.3643,486.8566,111.9018
2021.8357,485.9648,112.7467
2017.4281,482.1592,112.7467
2015.0203,479.0729,112.1533
2002.2129,475.7527,110.4514
2010.1342,474.0192,109.5697
2048.4099,476.4825,108.7515
2042.9805,480.4486,108.1685
2047.9299,482.7227,105.5676
2046.2908,481.9749,102.0414
2028.1348,479.0635,99.8892
2043.8572,477.5238,98.0281
2033.4496,479.0283,93.9879
2003.9655,482.1765,86.4728
1985.8052,484.248,74.3937
1874.7009,486.3043,62.9695
1834.9712,489.765,51.0849
1799.8057,496.4636,46.8575
1780.6068,502.2249,46.6197
1787.6476,512.8771,46.6197
1811.5239,519.3407,46.667
1806.1,528.4974,50.0424
1780.2,526.2821,50.0424
1754.4398,521.0247,50.0424
1745.8835,519.1106,46.9319
1756.5667,517.1036,45.8396
1749.2542,512.4839,45.7917
1732.8716,508.1932,44.9986
1723.6071,503.6543,45.1444
1716.5031,504.1137,45.721
1728.3713,507.5686,46.392
1754.5458,510.0323,46.4786
1766.9292,511.4988,48.3116
1779.5776,509.9757,48.9957
1787.4695,504.3948,49.1004
1792.2943,501.9811,49.1087
1797.0681,502.4666,49.0755
1791.8163,504.8322,47.9073
1775.5332,504.5746,47.5414
1766.8447,501.1442,47.5414
1769.6101,501.8219,47.6545
1776.5035,504.1161,48.072
1797.1661,508.5915,48.387
1815.0074,513.0502,48.31
1815.2659,511.3336,48.2362
1797.751,506.8542,46.6748
1791.0876,503.3322,45.6583
1790.2412,501.1157,44.9388
1782.0535,501.8983,43.9837
1774.0106,506.2981,42.0597
1761.526,508.7276,40.8724
1742.8323,508.4249,40.8724
1735.9956,507.6157,41.0292
1745.5488,507.3686,42.2303
1760.6418,508.861,43.4865
1776.7716,511.0601,44.1252
1786.7969,511.5721,44.7802
1792.3856,511.2955,45.1175
1794.6797,512.0192,45.2212
1788.3301,512.9189,45.2212
1787.4656,513.3013,45.2212
1796.7994,511.7411,45.0676
1810.0243,510.8328,44.6951
1828.4978,511.9268,44.4904
1847.2896,513.4001,44.4904
1858.7289,514.8627,45.0126
1859.2831,517.0752,46.6819
1858.9575,516.1874,47.9697
1851.1023,513.7782,48.1981
1864.7614,510.8943,48.8053
1882.525,505.1121,49.2904
1882.6868,498.5964,50.2282
1890.7423,495.1052,50.4401
1906.1493,493.4475,50.9262
1921.6831,495.5547,50.8248
1914.9329,502.3966,50.3143
1882.7606,505.6451,50.1443
1853.4784,508.4376,49.1834
1814.7428,509.725,48.9586
1796.3768,511.4014,47.5147
1784.3778,513.3646,48.3931
1781.7236,511.1541,47.38
1783.7725,508.491,46.6133
1780.5361,505.4647,46.4646
1774.5663,505.8445,41.07
1770,508.3386,40.5676
1760.4547,514.4668,40.5676
1745.4135,524.0665,40.5676
1739.2393,523.2141,40.7281
1728.5818,521.6883,41.3489
1718.825,516.1578,41.3832
1709.4202,511.1631,40.8835
1715.4792,506.4762,40.7456
1737.2533,505.2684,40.3881
1772.453,507.2682,40.341
1795.1876,507.0153,40.7605
1803.3198,507.318,41.7486
1802.8353,506.7697,41.9303
1796.1813,504.5405,42.0915
1785.8663,503.2742,42.3132
1776.134,506.5175,42.0308
1764.4741,505.2907,41.221
1753.4823,505.4237,41.0503
1751.4641,508.3604,41.0724
1752.6484,507.6451,41.0724
1750.7998,506.9434,41.0724
1761.5181,505.7283,41.9452
1782.2277,505.1949,42.5971
1797.436,508.2738,42.7185
1804.3857,509.3062,43.6135
1802.7008,507.423,45.2063
1797.8879,504.9471,45.8934
1794.379,501.1971,45.8934
1800.1637,496.2188,45.5311
1813.519,492.3625,44.5592
1824.6926,491.3699,43.925
1832.24,492.2917,43.8677
1843.3386,493.0042,43.9275
1858.8931,493.3515,45.098
1868.5814,495.087,47.7686
1864.9508,497.9016,52.9781
1861.9558,500.18,57.5954
1869.0668,500.5676,57.9305
1860.871,498.6319,57.6938
1835.8342,496.1818,56.0459
1814.7102,494.842,53.5588
1805.7299,496.5256,52.7931
1818.7037,498.1658,52.6422
1829.5273,496.4195,52.0013
1837.3572,492.4785,50.8
1845.3522,486.5487,49.2277
1839.1146,481.144,47.7113
1829.7362,478.9752,47.408
1836.3645,482.1852,47.408
1850.8247,488.6403,47.6877
1859.6864,495.5141,48.6655
1863.2045,498.884,49.0829
1854.0377,496.3605,50.6279
1838.6251,491.4942,51.8921
1841.9884,488.0029,53.2841
1841.8527,486.0621,53.7081
1838.5205,484.5267,53.9875
1847.272,486.1226,54.707
1845.6628,486.7368,54.9761
1829.6437,487.781,55.0579
1819.8278,489.5413,55.7555
1832.687,491.4394,55.7555
1838.2632,490.2354,55.7616
1849.9,488.0991,56.1959
1862.7,488.3786,56.9064
1860.0352,492.8508,57.7888
1861.4512,497.6831,59.1708
1856.0645,504.4178,60.6887
1856.2667,506.8074,61.5785
1846.2692,504.6146,63.1633
1851.66,502.4222,63.5838
1866.4132,501.526,65.0754
1891.4236,500.4862,65.8545
1909.6515,498.5427,66.2013
1935.9867,495.4924,66.7316
1964.0839,492.305,66.3457
2012.8202,489.5602,65.9997
2029.8054,487.1201,64.3326
2032.1964,481.2536,60.0822
2026.2443,472.2386,56.8584
2001.2939,467.1058,55.3482
1943.5415,466.6187,53.4206
1881.4138,468.161,49.4563
1850.343,476.2093,46.6624
1830.1512,483.4081,44.8063
1810.4894,488.2959,43.9509
1806.3306,492.8102,43.8091
1826.9076,497.104,43.8091
1848.775,499.9083,45.1059
1855.5,500.4128,46.2435
1859.6123,498.1099,47.4677
1864.0304,493.9219,48.2425
1872.2269,490.9647,48.9207
1865.7836,489.1585,48.8366
1841.973,487.909,48.9141
1830.2056,487.7727,49.4609
1835.421,489.3553,49.4609
1843.1519,492.9638,49.2247
1849.9976,496.4518,49.1882
1852.1469,499.1851,49.5063
1845.8669,502.4736,50.1613
1846.6859,503.5525,50.962
1862.3853,500.9993,50.962
1884.2272,499.0231,50.962
1905.0079,498.9726,50.962
1928.2909,501.4159,51.4202
1957.5309,502.9029,52.8649
1982.9041,499.594,54.7065
2014.2579,492.7337,56.851
2028.5001,483.4888,59.0467
2031.2656,474.2767,60.0646
2024.8612,471.0139,60.1342
2010.5219,472.7465,60.3468
1983.8168,477.7884,60.3468
1960.2421,484.2101,60.235
1969.869,487.7444,59.7884
1967.2634,489.3703,59.7267
1956.3003,489.3533,59.4189
1948.217,487.546,59.4682
1920.7595,490.6999,59.8255
1895.7056,499.0317,60.1215
1902.5037,502.803,60.3558
1903.6586,504.0567,60.6579
1904.4,501.2469,60.7014
1904.5546,498.7288,60.3438
1908.3384,499.3546,60.7327
1913.1669,502.5211,61.0926
1908.1,502.084,61.6771
1931.7451,500.3053,61.7826
1971.0532,496.0274,61.9598
2019.0503,493.7726,62.3392
2065.3228,486.3243,63.3707
2092.4519,480.4948,63.4813
2107.7407,473.2708,64.2133
2145.8083,469.1846,66.0585
2164.3743,464.3419,68.251
2154.7654,461.4038,68.5201
2159.1833,461.4642,68.7657
2144.636,464.3211,69.9269
2153.8677,464.8246,70.1505
2147.1724,464.3679,70.1505
2119.05,463.4418,70.61
2103.822,463.3958,71.5897
2094.7451,465.2845,71.8504
2096.1228,469.3195,71.1871
2108.8625,476.003,70.8164
2120.439,480.0883,70.766
2124.2239,480.6589,70.2212
2105.4663,478.5518,68.3298
2088.9475,474.8833,64.7628
2068.1946,473.8042,62.8313
2052.6804,474.32,62.4846
2050.1924,475.2074,61.6707
2044.6718,477.8174,61.0783
2027.4358,484.2556,59.1155
2009.3347,489.0667,57.3743
2008.6101,488.0337,56.5575
2025.7135,483.0887,55.0855
2039.5751,478.0161,53.8677
2026.8904,474.4137,53.5501
2013.5526,470.2761,53.4183
2012.9805,467.6467,53.1866
2011.2209,468.6556,53.0333
2010.9113,471.2074,52.7121
2014.4821,472.8597,52.0765
2031.946,471.8229,51.7296
2055.5166,469.6832,51.9531
2083.7871,466.913,52.3127
2103.272,463.6931,53.6918
2117.0042,464.6426,56.6603
2141.2173,467.1986,58.2992
2166.1099,465.1029,59.8112
2157.2024,458.5444,60.0754
2154.0134,445.0453,60.6325
2129.8879,438.8286,60.4343
2093.7903,436.9486,60.2588
2053.4124,438.9393,61.5416
2015.4832,445.7767,62.6638
2004.3499,455.7567,67.2704
2015.4692,463.3841,69.1662
2011.8804,469.8444,72.2524
1997.958,465.4546,72.2524
1977.9669,459.3622,72.1588
1972.671,461.1029,71.4727
1955.7332,467.3459,71.0592
1911.0328,475.4882,70.1467
1872.6267,484.3372,69.3058
1872.8538,482.8918,68.5443
1869.433,478.9756,67.6777
1855.9097,476.4133,67.1201
1856.619,476.3808,67.1201
1879.7999,479.5154,67.1201
1915.7262,488.3195,68.5669
1963.8553,493.0247,69.7944
2018.712,490.1814,70.2466
2044.559,486.9392,70.2666
2063.4998,475.3256,69.8705
2073.0671,465.9805,68.6095
2087.9131,461.3452,68.0466
2102.3713,461.8407,67.5861
2123.6606,462.8242,66.5634
2132.6306,464.0301,63.2658
2124.8545,465.0445,62.6337
2104.7581,465.7975,62.6259
2094.5293,466.2771,62.6616
2085.1072,466.4567,62.6361
2084.4731,466.4942,62.6259
2094.4863,465.3104,61.8569
2096.7554,461.8897,61.5964
2100.2534,455.9426,61.5964
2094.0959,449.5862,62.5004
2096.0781,448.1628,63.1129
2095.2681,451.816,63.5368
2076.1348,456.8101,65.0164
2070.0227,463.6985,65.5608
2076.2944,470.0155,65.4597
2065.4365,471.8749,65.4597
2047.8936,470.9394,62.4813
2030.8409,470.4558,58.2144
2010.2096,471.7912,56.3478
1941.1519,475.9977,55.895
1873.8413,483.7469,54.966
1850.4261,492.9961,54.3371
1847.001,498.7006,54.3371
1861.3187,500.1927,55.3867
1875.6218,499.4459,56.6026
1889.5383,496.7914,56.6617
1912.3219,493.4734,56.6156
1935.4501,490.5637,56.5975
1947.5598,488.7187,56.7979
1949.3291,487.3589,56.6765
1939.5812,486.0508,56.1232
1918.5093,484.4147,56.4075
1886.6414,483.2031,56.6109
1851.3661,485.0354,55.8463
1837.1921,489.5236,55.4895
1853.9812,495.1631,55.2981
1857.7781,499.9836,55.9266
1850.8558,502.3808,55.9376
1850.8346,504.2235,56.7388
1857.3341,502.9318,59.7216
1865.767,502.3548,61.9349
1882.332,503.3507,63.9885
1880.5503,505.2098,63.9885
1882.4767,508.4469,63.8475
1883.1658,511.4532,62.8516
1863.7915,512.0825,61.4046
1865.733,507.8081,60.9499
1869.7909,503.6874,58.7907
1865.9517,504.1111,58.7907
1873.6567,506.2148,58.9471
1913.3674,508.2309,61.8528
1997.3369,504.2571,65.5629
2016.7699,497.2806,69.1279
2012.7001,491.8163,70.1914
2001.076,494.0193,70.6482
1980.7421,493.8721,71.9227
1990.5695,493.7603,74.7608
2009.374,494.1757,76.3646
2019.575,490.5726,76.4477
2025.6912,488.5758,76.4477
2011.5361,488.5695,75.9547
2011.4727,488.7545,70.5265
2005.5475,487.2729,69.5858
1990.7087,486.2215,69.2724
1987.9498,485.925,68.6552
1977.9751,486.3819,67.5473
1956.9838,487.5502,66.4888
1916.7357,490.8716,65.7986
1891.9844,493.1221,66.1383
1880.4683,498.7755,66.4188
1865.1399,503.6299,65.8044
1838.941,504.414,65.5651
1811.7917,504.9767,64.4199
1798.4375,505.4514,62.8786
1798.2581,505.4203,61.1355
1800.1848,505.2708,60.527
1795.6052,504.5148,60.527
1787.4745,504.4219,60.7314
1788.3668,505.3849,61.7792
1797.4744,505.6872,63.4732
1799.4888,504.2322,64.2254
1800.5551,501.8894,65.0206
1811.7673,497.805,66.127
1831.0634,494.4261,68.4762
1855.8929,493.3022,74.6168
1876.1595,492.4563,80.6288
1891.4572,491.425,83.3214
1907.6393,490.5986,84.1681
1920.3671,491.1873,84.1681
1934.6171,491.8742,83.7864
1951.7915,491.7338,83.288
1965.8047,492.8239,83.288
1974.2289,493.9055,83.4664
1977.2861,495.0622,83.931
1993.4227,496.2065,84.8633
2022.9513,496.028,86.349
2052.6106,493.2968,87.0644
2063.9226,489.3563,87.0644
2044.4844,483.9188,86.4596
2019.0757,480.6769,84.3671
1998.7679,481.724,82.0452
1968.2231,487.3626,79.3537
1943.3523,495.9483,77.89
1918.7013,504.7894,77.89
1899.5375,512.3289,78.3223
1890.4286,516.6208,80.133
1893.6276,514.7626,80.3452
1889.3281,512.5112,81.1142
1873.3346,510.6893,80.6981
1879.796,510.5527,80.7537
1897.7296,510.2361,81.1423
1913.1456,509.7883,80.7167
1908.8666,511.3509,80.6568
1905.2791,510.2129,80.0044
1898.7898,507.9426,78.409
1898.6003,505.5788,75.6141
1906.2001,506.9747,74.9332
1901.4,511.4571,74.9223
1881.2656,515.2407,72.9164
1863.876,514.6981,72.0654
1809.1365,511.9231,70.0406
1792.3142,513.5864,66.2163
